CCCCCOCn1cc[n+](COCCCCC)c1,333.2
CCCCCCOCn1cc[n+](COCCCCCC)c1,333.2
CCCCCCCOCn1cc[n+](COCCCCCCC)c1,298.2
CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1,298.2
COCn1cc[n+](C)c1,298.2
CC[n+]1ccn(COC)c1,298.2
CCC[n+]1ccn(COC)c1,303.15
CCCC[n+]1ccn(COC)c1,293
CCOCn1cc[n+](C)c1,298.2
CCOCn1cc[n+](CC)c1,298.2
CCC[n+]1ccn(COCC)c1,298.2
CCCC[n+]1ccn(COCC)c1,298.1
COCC[n+]1ccn(C)c1,298
CC[n+]1ccn(CCOC)c1,293
CCC[n+]1ccn(CCOC)c1,283.15
CCCC[n+]1ccn(CCOC)c1,293.15
CCOCCn1cc[n+](C)c1,293
CCOCCn1cc[n+](CC)c1,293.15
CCC[n+]1ccn(CCOCC)c1,293.15
CCCC[n+]1ccn(CCOCC)c1,293.15
COCCOCCn1cc[n+](C)c1,298.15
COCCOCCOCCn1cc[n+](C)c1,298.15
COCCn1cc[n+](COC)c1,298.15
COCCn1cc[n+](CCOC)c1,298.15
CCOCn1cc[n+](CCOC)c1,298.15
CCOCC[n+]1ccn(COC)c1,298.15
CCOCC[n+]1ccn(COCC)c1,298.15
CCOCC[n+]1ccn(CCOC)c1,298.15
CCOCCn1cc[n+](CCOCC)c1,298.15
COCC[n+]1ccn(C)c1C,298.2
CCc1n(C)cc[n+]1CCOC,298
CCn1cc[n+](CCOC)c1C,298
CCc1n(CC)cc[n+]1CCOC,298.15
CCCn1cc[n+](CCOC)c1C,298
CCCn1cc[n+](CCOC)c1CC,298
CCCCn1cc[n+](CCOC)c1C,298.2
CCCCn1cc[n+](CCOC)c1CC,298
CCCCCn1cc[n+](CCOC)c1C,283.2
CCCCCn1cc[n+](CCOC)c1CC,313.15
CCOCC[n+]1ccn(C)c1C,313.15
CCOCC[n+]1ccn(C)c1CC,293
CCOCC[n+]1ccn(CC)c1C,293
CCOCC[n+]1ccn(CC)c1CC,293.2
CCCn1cc[n+](CCOCC)c1C,296
CCCn1cc[n+](CCOCC)c1CC,293.2
CCCCn1cc[n+](CCOCC)c1C,293.15
CCCCn1cc[n+](CCOCC)c1CC,298.2
CCCCCn1cc[n+](CCOCC)c1C,298.2
CCCCCn1cc[n+](CCOCC)c1CC,293.2
CCc1n(CCOC)cc[n+]1CCOC,293.2
CCOCC[n+]1ccn(CCOC)c1C,293.2
CCOCC[n+]1ccn(CCOC)c1CC,278
CCOCCn1cc[n+](CCOCC)c1C,283
CCOCCn1cc[n+](CCOCC)c1CC,298.2
COCCCn1cc[n+](C)c1,293.15
COCCCn1cc[n+](CCOC)c1C,293
CCc1n(CCCOC)cc[n+]1CCOC,293.15
CCOCC[n+]1ccn(CCCOC)c1C,293
CCOCC[n+]1ccn(CCCOC)c1CC,298.2
C[n+]1ccn(CCOCCO)c1,298.15
CCCCOCc1n(C)cc[n+]1CCC,283.15
CCOCc1n(C)cc[n+]1C,278.15
CCCOCc1n(C)cc[n+]1C,323.15
CCOCc1n(C)cc[n+]1CC,283
CCCOCc1n(CC)cc[n+]1C,298.15
CCOCc1n(CC)cc[n+]1CC,298.15
CCCOCc1n(CC)cc[n+]1CC,308.15
CCOCc1n(C)cc[n+]1CCOC,323.15
CCCOCc1n(C)cc[n+]1CCOC,313
CCOCc1n(CC)cc[n+]1CCOC,313.15
CCCOCc1n(CC)cc[n+]1CCOC,323.15
CCOCC[n+]1ccn(C)c1COCC,293
CCCOCc1n(C)cc[n+]1CCOCC,293.15
CCOCC[n+]1ccn(CC)c1COCC,293.15
CCCOCc1n(CC)cc[n+]1CCOCC,293.15
CCC[n+]1ccn(C)c1COCC,293.15
CCCOCc1n(C)cc[n+]1CCC,298.2
CCC[n+]1ccn(CC)c1COCC,298.2
CCCOCc1n(CC)cc[n+]1CCC,323.15
CCCC[n+]1ccn(C)c1COCC,303.2
CCCC[n+]1ccn(C)c1COCCC,298.15
CCCC[n+]1ccn(CC)c1COCC,303.2
CCCC[n+]1ccn(CC)c1COCCC,298.15
CCCCC[n+]1ccn(C)c1COCC,264.9
CCCCC[n+]1ccn(C)c1COCCC,283.15
CCCCC[n+]1ccn(CC)c1COCC,298.15
CCCCC[n+]1ccn(CC)c1COCCC,298.2
COC[n+]1ccn(C)c1C,298.2
CCc1n(C)cc[n+]1COC,298
CCc1n(CC)cc[n+]1COC,298
CCCn1cc[n+](COC)c1C,298.15
CCCn1cc[n+](COC)c1CC,298
CCCCn1cc[n+](COC)c1C,298
CCCCn1cc[n+](COC)c1CC,278.15
COCCn1cc[n+](COC)c1C,278.15
CCc1n(CCOC)cc[n+]1COC,298.15
CCOCCn1cc[n+](COC)c1C,298.15
CCOCCn1cc[n+](COC)c1CC,298.2
CCOCc1n(C)cc[n+]1CC,298.2
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccn(C)c1,298.15
CCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CCCCCCCCCCCn1cc[n+](CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,298.15
CC[SiH](CC)CC,187.6
